alice 0.19-1
librrds-perl 1.4.7-2ubuntu5
librrdtool-oo-perl 0.33-1
librt-client-rest-perl 1:0.45-1
librtf-document-perl 0.64-10
librtf-writer-perl 1.11-2
librunapp-perl 0.13-1
libsafe-hole-perl 0.13-1build2
libsane-perl 0.05-2build1
libsbuild-perl 0.64.1-1ubuntu4
libscalar-defer-perl 0.23-1
libscalar-list-utils-perl 0.23-1
libscalar-list-utils-perl 0.23-1
libscalar-number-perl 0.23-1
libscalar-properties-perl 0.13-1
libscalar-string-perl 0.002-2build1
libscalar-util-numeric-perl 0.22-1build3
libschedule-at-perl 1.15-1
libschedule-cron-perl 0.99-1
libschedule-ratelimiter-perl 0.01-1
libscope-guard-perl 0.20-1
libscope-upper-perl 0.24-1
libscriptalicious-perl 1.16-1
libsdl-perl 2.540-5
libsearch-estraier-perl 0.09-5
libsearch-gin-perl 0.08-1
libsearch-queryparser-perl 0.94-1
libsearch-xapian-perl 1.2.15.0-1
libsendmail-milter-perl 0.18-7build4
libsendmail-pmilter-perl 1.00-1
libset-crontab-perl 1.02-1
libset-infinite-perl 0.63-1
libset-intspan-perl 1.19-1
libset-nestedgroups-perl 0.01-2
libset-object-perl 1.34-1
libset-scalar-perl 1.27-1
libsgml-parser-opensp-perl 0.994-2build2
libsgmls-perl 1.03ii-32
libshell-command-perl 0.06-3
libshell-perl 0.72.01-1
libshell-perl 0.72.01-1
libshell-perl-perl 0.0022-1
libshell-posix-select-perl 0.05-2
libsignatures-perl 0.07-1build1
libslurm-perl 2.6.5-1
libslurmdb-perl 2.6.5-1
libsmart-comments-perl 1.000005-1
libsms-send-perl 1.06-1
libsnmp-extension-passpersist-perl 0.07-1
libsnmp-info-perl 3.11-1
libsnmp-mib-compiler-perl 0.06-2
libsnmp-multi-perl 2.1-4
libsnmp-perl 5.7.2~dfsg-8.1ubuntu3
libsnmp-session-perl 1.13-1.1
libsnowball-norwegian-perl 1.2-1
libsnowball-swedish-perl 1.2-3
libsoap-lite-perl 1.09-1
libsoap-wsdl-perl 2.00.10-2
libsocialtext-resting-perl 0.38-1
libsocialtext-resting-utils-perl 0.21-3
libsocket-getaddrinfo-perl 0.22-1build1
libsocket-linux-perl 0.01-1build2
libsocket-multicast6-perl 0.04-1build3
libsocket-perl 2.013-1
libsocket-perl 2.013-1
libsocket6-perl 0.25-1
libsoftware-license-perl 0.103008-1
libsoftware-release-perl 0.03-1
libsort-fields-perl 0.90-2
libsort-key-perl 1.32-1build1
libsort-key-top-perl 0.06-1build1
libsort-naturally-perl 1.02-1
libsort-versions-perl 1.5-4
libsphinx-search-perl 1:0.28-1
libspiffy-perl 0.31-1
libspoon-perl 0.24-2
libspork-perl 0.21-1
libspreadsheet-parseexcel-perl 0.5800-1
libspreadsheet-parseexcel-simple-perl 1.04-2
libspreadsheet-read-perl 0.41-1
libspreadsheet-writeexcel-perl 2.40-1
libspreadsheet-xlsx-perl 0.13-1
libsql-abstract-limit-perl 2:0.14.1-4
libsql-abstract-perl 1.77-1
libsql-reservedwords-perl 0.8-1
libsql-statement-perl 1.405-1
libsql-translator-perl 0.11018-1
libsru-perl 1.01-1
libstar-parser-perl 0.59-4
libstat-lsmode-perl 0.50-6
libstatistics-basic-perl 1.6607-1
libstatistics-descriptive-perl 3.0605-1
libstatistics-distributions-perl 1.02-1
libstatistics-online-perl 0.02-1
libstatistics-r-perl 0.24-1
libstatistics-test-randomwalk-perl 0.02-1
libstatistics-test-sequence-perl 0.01-1
libstfl-perl 0.22-1.1
libstrictures-perl 1.005002-1
libstring-approx-perl 3.27-1build1
libstring-bufferstack-perl 1.15-1
libstring-camelcase-perl 0.02-1
libstring-crc32-perl 1.5-1
libstring-dirify-perl 1.02-1
libstring-errf-perl 0.007-1
libstring-escape-perl 2010.002-1
libstring-flogger-perl 1.101243-1
libstring-format-perl 1.17-1
libstring-formatter-perl 0.102084-1
libstring-glob-permute-perl 0.01-2
libstring-koremutake-perl 0.30-4
libstring-mkpasswd-perl 0.05-1
libstring-parity-perl 1.31-2
libstring-random-perl 1:0.24-1
libstring-rewriteprefix-perl 0.007-1
libstring-shellquote-perl 1.03-1
libstring-similarity-perl 1.04-1build1
libstring-toidentifier-en-perl 0.11-1
libstring-tokenizer-perl 0.05-1
libstring-truncate-perl 1.100601-1
libstruct-compare-perl 1.0.1-3
libsub-current-perl 0.02-1build3
libsub-delete-perl 1.00002-1
libsub-exporter-formethods-perl 0.100051-1
libsub-exporter-globexporter-perl 0.003-1
libsub-exporter-perl 0.986-1
libsub-identify-perl 0.04-1build3
libsub-install-perl 0.927-1
libsub-name-perl 0.05-1build4
libsub-override-perl 0.09-1
libsub-prototype-perl 0.02-1build3
libsub-uplevel-perl 0.2400-1
libsub-wrappackages-perl 2.0-1
libsubtitles-perl 1.04-1
libsubunit-perl 0.0.18-0ubuntu7
libsuper-perl 1.20120705-1
libsvg-graph-perl 0.02-2
libsvg-perl 2.59-1
libsvg-tt-graph-perl 0.21-1
libsvn-class-perl 0.17-1
libsvn-dump-perl 0.06-1
libsvn-hooks-perl 1.23-2
libsvn-look-perl 0.39-1
libsvn-notify-mirror-perl 0.03800-2
libsvn-notify-perl 2.84-1
libsvn-perl 1.8.8-1ubuntu3.1
libsvn-svnlook-perl 0.04-2
libsvn-web-perl 0.63-2
libswf-perl 1:0.4.5-1ubuntu5
libswish-api-common-perl 0.03-2
libswiss-perl 1.67-1
libswitch-perl 2.16-2
libsyntax-highlight-engine-kate-perl 0.08+dfsg-1
libsyntax-highlight-engine-simple-languages-perl 1
libsyntax-highlight-engine-simple-perl 0.09-1
libsyntax-highlight-perl-improved-perl 1.01-3
libsyntax-keyword-gather-perl 1.002002-1
libsyntax-perl 0.004-1
libsys-cpu-perl 0.61-1
libsys-cpuload-perl 0.03-6build4
libsys-filesystem-perl 1.405-1
libsys-gamin-perl 0.1-1build3
libsys-hostname-long-perl 1.4-3
libsys-mmap-perl 0.16-1build2
libsys-sigaction-perl 0.20-1
libsys-statistics-linux-perl 0.66-1
libsys-syscall-perl 0.25-1
libsys-syslog-perl 0.33-1
libsys-syslog-perl 0.33-1
libsys-utmp-perl 1.7-1
libsys-virt-perl 1.2.1-1
libsysadm-install-perl 0.43-1
libsystem-command-perl 1.107-1
libtaint-util-perl 0.08-2build1
libtaktuk-perl 3.7.4-1
libtangram-perl 2.10-2
libtap-formatter-html-perl 0.11+dfsg-1
libtap-formatter-junit-perl 0.09-2
libtap-harness-archive-perl 0.15-1
libtap-parser-sourcehandler-pgtap-perl 3.29-1
libtask-weaken-perl 1.04-1
libtemplate-alloy-perl 1.020-1
libtemplate-declare-perl 0.46-1
libtemplate-multilingual-perl 1.00-1
libtemplate-perl 2.24-1.1
libtemplate-plugin-calendar-simple-perl 0.02-4
libtemplate-plugin-class-perl 0.13-3
libtemplate-plugin-clickable-email-perl 0.01-1
libtemplate-plugin-clickable-perl 0.06-3
libtemplate-plugin-comma-perl 0.04-1
libtemplate-plugin-cycle-perl 1.06-1
libtemplate-plugin-datetime-format-perl 0.02-1
libtemplate-plugin-dbi-perl 2.65-2
libtemplate-plugin-gd-perl 2.66-2
libtemplate-plugin-gravatar-perl 0.05-1
libtemplate-plugin-javascript-perl 0.02-1
libtemplate-plugin-json-escape-perl 0.2-1
libtemplate-plugin-latex-perl 3.02-2
libtemplate-plugin-number-format-perl 1.02-1
libtemplate-plugin-textile2-perl 1.21-4
libtemplate-plugin-utf8decode-perl 0.01-1
libtemplate-plugin-xml-perl 2.17-3
libtemplate-plugin-yaml-perl 1.23-1
libtemplate-provider-encoding-perl 0.10-2
libtemplate-provider-fromdata-perl 0.13-1
libtemplate-timer-perl 1.00-2
libtemplate-tiny-perl 1.12-1
libtenjin-perl 0.070001-1
libterm-encoding-perl 0.02-1
libterm-filter-perl 0.03-1
libterm-progressbar-perl 2.14-1
libterm-prompt-perl 1.04-1
libterm-query-perl 2.0-9
libterm-readkey-perl 2.31-1
libterm-readline-gnu-perl 1.20-2build2
libterm-readline-perl-perl 1.0303-1
libterm-readline-zoid-perl 0.07-2
libterm-readpassword-perl 0.11-2
libterm-shell-perl 0.04-1
libterm-shellui-perl 0.92-1
libterm-size-any-perl 0.001-1
libterm-size-perl 0.207-1build1
libterm-size-perl-perl 0.029-1
libterm-sk-perl 0.14-1
libterm-slang-perl 0.07-12
libterm-ttyrec-plus-perl 0.09-1
libterm-twiddle-perl 2.73-1
libterm-visual-perl 0.08-2
libterm-vt102-perl 0.91-1
libtest-aggregate-perl 0.371-1
libtest-apocalypse-perl 0.05-1
libtest-assertions-perl 1.054-2
libtest-autoloader-perl 0.03-2
libtest-base-perl 0.60-1
libtest-bdd-cucumber-perl 0.17-1
libtest-block-perl 0.13-1
libtest-carp-perl 0.2-1
libtest-cgi-multipart-perl 0.0.3-1
libtest-checkchanges-perl 0.14-1
libtest-checkdeps-perl 0.010-1
libtest-checkmanifest-perl 1.26-1
libtest-class-most-perl 0.07-1
libtest-class-perl 0.41-1
libtest-classapi-perl 1.06-1
libtest-cmd-perl 1.05-9
libtest-command-perl 0.11-1
libtest-compile-perl 0.24-1
libtest-consistentversion-perl 0.2.3-1
libtest-corpus-audio-mpd-perl 1.120990-1
libtest-cpan-meta-perl 0.23-1
libtest-cpan-meta-yaml-perl 0.22-1
libtest-cukes-perl 0.10-1
libtest-data-perl 1.24-1
libtest-database-perl 1.11-2
libtest-deep-perl 0.112-1
libtest-dependencies-perl 0.12-1
libtest-differences-perl 0.61-1
libtest-dir-perl 1.013-1
libtest-distmanifest-perl 1.009-1
libtest-distribution-perl 2.00-3
libtest-email-perl 0.07-1
libtest-eol-perl 1.5-1
libtest-exception-perl 0.32-1
libtest-exit-perl 0.11-1
libtest-expect-perl 0.31-2
libtest-fatal-perl 0.012-1
libtest-file-contents-perl 0.21-1
libtest-file-perl 1.36-1
libtest-file-sharedir-perl 0.4.1-1
libtest-fixme-perl 0.08-1
libtest-harness-perl 3.30-1
libtest-harness-perl 3.30-1
libtest-hasversion-perl 0.012-1
libtest-html-content-perl 0.08-2
libtest-html-w3c-perl 0.04-1
libtest-http-server-simple-perl 0.10-1
libtest-http-server-simple-stashwarnings-perl 0.04-1
libtest-identity-perl 0.01-1
libtest-image-gd-perl 0.03-2
libtest-indistdir-perl 1.112071-1
libtest-inline-perl 2.213-1
libtest-inter-perl 1.05-1
libtest-json-perl 0.11-1
libtest-kwalitee-perl 1.17-1
libtest-leaktrace-perl 0.14-1build3
libtest-lectrotest-perl 0.5001-1
libtest-log-dispatch-perl 0.03-1
libtest-log4perl-perl 0.1001-3
libtest-longstring-perl 0.15-1
libtest-manifest-perl 1.23-1
libtest-memory-cycle-perl 1.04-1
libtest-minimumversion-perl 0.101081-1
libtest-mock-lwp-perl 0.08-1
libtest-mock-redis-perl 0.14-1
libtest-mockclass-perl 0.14-1
libtest-mockmodule-perl 0.05-2
libtest-mockobject-perl 1.20120301-1
libtest-mockrandom-perl 1.00-1
libtest-mocktime-datecalc-perl 5+ds-1
libtest-mocktime-perl 0.09-1
libtest-module-used-perl 0.2.4-1
libtest-most-perl 0.33-1
libtest-needsdisplay-perl 1.07-2
libtest-nobreakpoints-perl 0.15-1
libtest-notabs-perl 1.3-1
libtest-nowarnings-perl 1.04-1
libtest-number-delta-perl 1.04-1
libtest-object-perl 0.07-2
libtest-output-perl 1.02-1
libtest-perl-critic-perl 1.02-1
libtest-pod-content-perl 0.0.6-1
libtest-pod-coverage-perl 1.08-4
libtest-pod-no404s-perl 0.01-1
libtest-pod-perl 1.48-1
libtest-poe-client-tcp-perl 1.12-1
libtest-poe-server-tcp-perl 1.14-1
libtest-portability-files-perl 0.06-1
libtest-prereq-perl 1.038-1
libtest-rdf-doap-version-perl 0.009-1
libtest-rdf-perl 1.16-2
libtest-refcount-perl 0.07-1
libtest-regression-perl 0.07-1
libtest-reporter-perl 1.60-1
libtest-requires-perl 0.07-1
libtest-routine-perl 0.018-1
libtest-script-perl 1.07-2
libtest-script-run-perl 0.08-1
libtest-sharedfork-perl 0.19-1
libtest-signature-perl 1.10-1
libtest-simple-perl 1.001002-1
libtest-simple-perl 1.001002-1
libtest-simpleunit-perl 1.001002-1
libtest-spec-perl 0.47-1
libtest-spelling-perl 0.19-2
libtest-strict-perl 0.22-1
libtest-subcalls-perl 1.09-2
libtest-synopsis-perl 0.06+ds-1
libtest-taint-perl 1.06-1
libtest-tcp-perl 2.02-1
libtest-tempdir-perl 0.08-1
libtest-tester-perl 0.109-1
libtest-trap-perl 0.2.3-1
libtest-unit-perl 0.25-2
libtest-use-ok-perl 0.11-1
libtest-useallmodules-perl 0.14-1
libtest-utf8-perl 1.00-1
libtest-valgrind-perl 1.14-1
libtest-warn-perl 0.24-1
libtest-weaken-perl 3.022000-1
libtest-without-module-perl 0.17-1
libtest-www-declare-perl 0.02-3
libtest-www-mechanize-catalyst-perl 0.59-1
libtest-www-mechanize-cgiapp-perl 0.05-3
libtest-www-mechanize-mojo-perl 0.0.14-1
libtest-www-mechanize-perl 1.42-1
libtest-www-mechanize-psgi-perl 0.35-1
libtest-www-selenium-perl 1.36-1
libtest-xml-perl 0.08-2
libtest-xml-simple-perl 1.04-1
libtest-xpath-perl 0.16-1
libtest-yaml-meta-perl 0.20-1
libtest-yaml-valid-perl 0.04-1
libtex-encode-perl 1.3-1
libtext-affixes-perl 0.07-1
libtext-aligner-perl 0.07-1
libtext-asciitable-perl 0.20-1
libtext-aspell-perl 0.09-1build3
libtext-autoformat-perl 1.669004-1
libtext-bibtex-perl 0.66-2
libtext-bidi-perl 2.08-2
libtext-charwidth-perl 0.04-7build3
libtext-chasen-perl 1.04-3ubuntu4
libtext-context-eitherside-perl 1.4-1
libtext-context-perl 3.7-1
libtext-csv-encoded-perl 0.22-1
libtext-csv-perl 1.32-1
libtext-csv-xs-perl 1.02-1
libtext-dhcpleases-perl 1.0-1
libtext-diff-perl 1.41-1
libtext-english-perl 1.606-1
libtext-findindent-perl 0.10-1
libtext-flow-perl 0.01-1
libtext-format-perl 0.59-1
libtext-formattable-perl 1.03-1
libtext-german-perl 0.06-2
libtext-glob-perl 0.09-1
libtext-greeking-perl 0.12-1
libtext-header-perl 1.03-2
libtext-hunspell-perl 2.08-1
libtext-iconv-perl 1.7-5build2
libtext-kakasi-perl 2.04-4
libtext-levenshtein-perl 0.06~01-2
libtext-levenshteinxs-perl 0.03-3build3
libtext-lorem-perl 0.3-1
libtext-markdown-discount-perl 0.11-1
libtext-markdown-perl 1.0.26-1
libtext-mecab-perl 0.20016-1
libtext-mediawikiformat-perl 1.0-2
libtext-micromason-perl 2.13-2
libtext-microtemplate-perl 0.20-1
libtext-multimarkdown-perl 1.000034-1
libtext-ngram-perl 0.14-1build1
libtext-password-pronounceable-perl 0.30-1
libtext-patch-perl 1.8-1
libtext-pdf-perl 0.29a-2
libtext-qrcode-perl 0.02-1
libtext-quoted-perl 2.08-1
libtext-recordparser-perl 1.6.3-1
libtext-reflow-perl 1.09-1build3
libtext-reform-perl 1.20-1
libtext-rewriterules-perl 0.25-1
libtext-roman-perl 3.5-1
libtext-sass-perl 0.97-3
libtext-simpletable-perl 1.2-1
libtext-table-perl 1.123-1
libtext-tabulardisplay-perl 1.34-1
libtext-template-perl 1.46-1
libtext-textile-perl 2.12-1
libtext-trac-perl 0.15-3
libtext-trim-perl 1.02-1
libtext-typography-perl 0.01-2
libtext-unaccent-perl 1.08-1build4
libtext-unidecode-perl 0.04-2
libtext-vcard-perl 2.13-2
libtext-vfile-asdata-perl 0.08-1
libtext-vimcolor-perl 0.11-2
libtext-wikicreole-perl 0.07-1
libtext-wikiformat-perl 0.79-1
libtext-worddiff-perl 0.08-1
libtext-wrapi18n-perl 0.06-7
libtext-wrapper-perl 1.05-1
libtfbs-perl 0.6.0+dfsg-1
libtheschwartz-perl 1.07-1
libthread-pool-simple-perl 0.25-1
libthread-queue-any-perl 1.12-1
libthread-serialize-perl 1.01-1
libthreads-perl 1.01-1
libthreads-perl 1.01-1
libthreads-shared-perl 1.01-1
libthreads-shared-perl 1.01-1
libthrowable-perl 0.200009-1
libticket-simple-perl 0.0.2-2
libtie-array-iterable-perl 0.03-1
libtie-array-sorted-perl 1.41-2
libtie-cache-perl 0.17-4
libtie-cphash-perl 1.06-1
libtie-dbi-perl 1.06-1
libtie-dxhash-perl 1.05-1
libtie-encryptedhash-perl 1.24-1
libtie-hash-regex-perl 1.02-1
libtie-ical-perl 0.15-1
libtie-ixhash-perl 1.23-1
libtie-persistent-perl 1.00-1
libtie-refhash-weak-perl 0.09-1
libtie-shadowhash-perl 1.00-1
libtie-simple-perl 1.03-1
libtie-toobject-perl 0.03-3
libtime-clock-perl 1.01-1
libtime-duration-parse-perl 0.06-1
libtime-duration-perl 1.10-1
libtime-fake-perl 0.11-2
libtime-format-perl 1.11-1
libtime-human-perl 1.03-3
libtime-modules-perl 2011.0517-1
libtime-period-perl 1.20-8
libtime-piece-mysql-perl 0.06-2
libtime-progress-perl 1.8-1
libtime-stopwatch-perl 1.00-5
libtime-warp-perl 0.5-1build3
libtime-y2038-perl 20100403-3ubuntu2
libtimedate-perl 2.3000-1
libtitanium-perl 1.04-3
libtk-dirselect-perl 1.12-1
libtk-filedialog-perl 1.3-4
libtk-gbarr-perl 2.08-1
libtk-histentry-perl 0.43-3
libtk-objscanner-perl 2.012-2
libtk-pod-perl 0.9942-1
libtk-splashscreen-perl 1.0-4
libtk-tablematrix-perl 1.23-6build2
libtm-perl 1.56-7
libtokyocabinet-perl 1.34-2
libtoolkit-perl 0.0.2-1
libtravel-routing-de-vrr-perl 2.04-1
libtree-dagnode-perl 1.17-1
libtree-multinode-perl 1.0.10-2
libtree-redblack-perl 0.5-1
libtree-simple-perl 1.23-1
libtree-simple-visitorfactory-perl 0.12-1
libtrue-perl 0.18-1build3
libtry-tiny-perl 0.19-1
libtrycatch-perl 1.003002-1build1
libtwatch-perl 0.0.7-1
libui-dialog-perl 1.09-1
libunicode-collate-perl 1.04-1
libunicode-collate-perl 1.04-1
libunicode-escape-perl 0.0.2-3
libunicode-japanese-perl 0.47-1build3
libunicode-linebreak-perl 0.0.20131101-1
libunicode-map-perl 0.112-11
libunicode-map8-perl 0.13+dfsg-3build3
libunicode-maputf8-perl 1.11-3
libunicode-string-perl 2.09-5build1
libunicode-stringprep-perl 1.104+dfsg-1
libuniversal-can-perl 1.20140124-1
libuniversal-exports-perl 0.05-2
libuniversal-isa-perl 1.20120726-1
libuniversal-moniker-perl 0.08-7
libuniversal-require-perl 0.14-1
libunix-mknod-perl 0.04-1build2
libunix-syslog-perl 1.1-2build5
libups-nut-perl 2.7.1-1ubuntu1
liburi-encode-perl 0.090-1
liburi-fetch-perl 0.09-1
liburi-find-delimited-perl 0.02-6
liburi-find-perl 20111103-1
liburi-perl 1.60-1
liburi-query-perl 0.10-1
liburi-smarturi-perl 0.032-1
liburi-template-perl 0.18-1
liburi-todisk-perl 1.12-1
libuser-identity-perl 0.94-1
libuser-perl 1.9-1
libuser-simple-perl 1.45-1
libutf8-all-perl 0.011-1
libuuid-perl 0.05-1
libuuid-tiny-perl 1.0400-1
libv-perl 0.13-1
libvalidate-net-perl 0.6-1
libvalidation-class-perl 7.900054-1
libvariable-magic-perl 0.53-1
libvcs-lite-perl 0.09-1
libvendorlib-perl 0.10-2
libverilog-perl 3.403-1
libversion-next-perl 0.002-1
libversion-perl 1:0.9907-1ubuntu1
libversion-perl 1:0.9907-1ubuntu1
libvi-quickfix-perl 1.134-1
libvideo-capture-v4l-perl 0.902-3ubuntu3
libvideo-fourcc-info-perl 1.005-2
libvideo-info-perl 0.993-2
libvideo-ivtv-perl 0.13-7build1
libvitacilina-perl 0.2-1
libwant-perl 0.22-1
libwarnings-illegalproto-perl 0.001000-1
libweather-com-perl 0.5.3-2
libweb-id-perl 1.922-2
libweb-scraper-perl 0.37-1
libweb-simple-perl 0.020-1
libwebauth-perl 4.5.5-2
libwebinject-perl 1.86-1
libwebkdc-perl 4.5.5-2
libwebservice-cia-perl 1.4-1
libwebservice-musicbrainz-perl 0.93-1
libwebservice-solr-perl 0.22-1
libwebservice-validator-css-w3c-perl 0.3-1
libwebservice-validator-html-w3c-perl 0.28-1
libwebservice-youtube-perl 1.0.3-3
libwhisker2-perl 2.5-1
libwiki-toolkit-formatter-usemod-perl 0.24-1
libwiki-toolkit-perl 0.83-1
libwiki-toolkit-plugin-categoriser-perl 0.08-1
libwiki-toolkit-plugin-diff-perl 0.12-3
libwiki-toolkit-plugin-json-perl 0.03-1
libwiki-toolkit-plugin-locator-grid-perl 0.05-4
libwiki-toolkit-plugin-ping-perl 0.03-1
libwiki-toolkit-plugin-rss-reader-perl 1.6-1
libwin-hivex-perl 1.3.9-2build1
libwordnet-querydata-perl 1.48-1
libwww-bugzilla-perl 1.5-1
libwww-cnic-perl 0.38-1
libwww-curl-perl 4.15-1build3
libwww-facebook-api-perl 0.4.18-1
libwww-finger-perl 0.105-1
libwww-freshmeat-perl 0.22-1
libwww-google-calculator-perl 0.07-1
libwww-indexparser-perl 0.91-1
libwww-mechanize-autopager-perl 0.02-2
libwww-mechanize-formfiller-perl 0.11-1
libwww-mechanize-gzip-perl 0.12-1
libwww-mechanize-perl 1.73-1
libwww-mechanize-shell-perl 0.52-1
libwww-mechanize-treebuilder-perl 1.10003-1
libwww-mediawiki-client-perl 0.31-2
libwww-nicovideo-download-perl 0.06-1
libwww-opensearch-perl 0.17-1
libwww-perl 6.05-2
libwww-robotrules-perl 6.01-1
libwww-search-perl 2.51.30-1
libwww-shorten-perl 3.04-1
libwww-topica-perl 0.6-5
libwww-wikipedia-perl 2.00-1
libwwwbrowser-perl 2.23-2
libwx-perl 1:0.9922-2
libwx-perl-datawalker-perl 0.02-1
libwx-perl-processstream-perl 0.32-1
libwx-scintilla-perl 0.38-1build1
libx11-freedesktop-desktopentry-perl 0.04-3
libx11-guitest-perl 0.27-1
libx11-protocol-perl 0.56-4
libx500-dn-perl 0.29-4
libxml-atom-fromowl-perl 0.101-2
libxml-atom-microformats-perl 0.004-2
libxml-atom-owl-perl 0.103-2
libxml-atom-perl 0.41-1
libxml-atom-service-perl 0.16.2-1
libxml-atom-simplefeed-perl 0.86-1
libxml-autowriter-perl 0.40-3
libxml-bare-perl 0.53-1
libxml-checker-perl 0.13-6
libxml-commonns-perl 0.06-2
libxml-csv-perl 0.15-8
libxml-dom-perl 1.44-1
libxml-dom-xpath-perl 0.14-1
libxml-dt-perl 0.63-1
libxml-dtdparser-perl 2.01-4
libxml-dumper-perl 0.81-1
libxml-easy-perl 0.009-1build1
libxml-easyobj-perl 1.12-3
libxml-encoding-perl 2.08-1
libxml-feed-perl 0.52+dfsg-2
libxml-feedpp-mediarss-perl 0.02-1
libxml-feedpp-perl 0.43-1
libxml-filter-buffertext-perl 1.01-5
libxml-filter-detectws-perl 0.01-7
libxml-filter-reindent-perl 0.03-7
libxml-filter-saxt-perl 0.01-7
libxml-filter-sort-perl 1.01-3
libxml-filter-xslt-perl 0.03-8
libxml-generator-perl 1.04-1
libxml-grddl-perl 0.004-2
libxml-grove-perl 0.46alpha-12
libxml-handler-composer-perl 0.01-7
libxml-handler-printevents-perl 0.01-7
libxml-handler-trees-perl 0.02-6
libxml-handler-yawriter-perl 0.23-6
libxml-libxml-debugging-perl 0.102-2
libxml-libxml-iterator-perl 1.04-1
libxml-libxml-lazybuilder-perl 0.08-2
libxml-libxml-perl 2.0108+dfsg-1
libxml-libxml-simple-perl 0.93-1
libxml-libxslt-perl 1.84-1
libxml-mini-perl 1.38-2
libxml-namespace-perl 0.02-2
libxml-namespacefactory-perl 1.00-2
libxml-namespacesupport-perl 1.11-1
libxml-node-perl 0.11-7
libxml-nodefilter-perl 0.01-6
libxml-opml-perl 0.26-2
libxml-opml-simplegen-perl 0.07-1
libxml-parser-lite-tree-perl 0.14-1
libxml-parser-perl 2.41-1build3
libxml-perl 0.08-2
libxml-qofqsf-perl 0.08-2
libxml-quote-perl 1.02-2build3
libxml-regexp-perl 0.04-1
libxml-rss-feed-perl 2.212-1
libxml-rss-libxml-perl 0.3102+dfsg-1
libxml-rss-perl 1.54-1
libxml-rss-simplegen-perl 11.11-4
libxml-rsslite-perl 0.15+dfsg-2
libxml-sax-base-perl 1.07-1
libxml-sax-expat-incremental-perl 0.05-2
libxml-sax-expat-perl 0.40-2
libxml-sax-expatxs-perl 1.33-1
libxml-sax-machines-perl 0.46-1
libxml-sax-perl 0.99+dfsg-2ubuntu1
libxml-sax-writer-perl 0.53-1
libxml-semanticdiff-perl 1.00.00-2
libxml-simple-perl 2.20-1
libxml-simpleobject-enhanced-perl 0.53-2
libxml-simpleobject-libxml-perl 0.53-2
libxml-simpleobject-perl 0.53-2
libxml-smart-perl 1.78-1
libxml-stream-perl 1.23-2
libxml-tidy-perl 1.12.B55J2qn-2
libxml-tmx-perl 0.25-1
libxml-tokeparser-perl 0.05-3
libxml-treebuilder-perl 5.2-1
libxml-treepp-perl 0.39-1
libxml-twig-perl 1:3.44-1
libxml-um-perl 0.01-8
libxml-validate-perl 1.025-2
libxml-validator-schema-perl 1.10-1
libxml-writer-perl 0.623-1
libxml-writer-simple-perl 0.08-1
libxml-writer-string-perl 0.1-1
libxml-xerces-perl 0.1-1
libxml-xpath-perl 1.13-7
libxml-xpathengine-perl 0.13-1
libxml-xql-perl 0.68-6
libxml-xslt-perl 0.48-4
libxml-xupdate-libxml-perl 0.6.0-3
libxmltv-perl 0.5.63-2
libxray-absorption-perl 3.0.1-1
libxray-scattering-perl 3.0.1-1
libxray-spacegroup-perl 0.1.1-2
libxrd-parser-perl 0.201-2
libyaml-appconfig-perl 0.16-3
libyaml-libyaml-perl 0.41-5ubuntu0.14.04.1
libyaml-perl 0.84-1
libyaml-shell-perl 0.60-2
libyaml-syck-perl 1.27-2build1
libyaml-tiny-perl 1.56-1
libzerg-perl 1.0.4-3build1
mapivi 0.9.7-1.1
mha4mysql-manager 0.55-1
mha4mysql-node 0.54-1
mon-client 1.2.0-2
nfqueue-bindings-perl 0.4-6
openguides 0.76-1
padre 1.00+dfsg-1
parcimonie 0.8-1
perl 5.18.2-2ubuntu1
perl-base 5.18.2-2ubuntu1
perl-modules 5.18.2-2ubuntu1
perl-tk 1:804.031-1build1
perlbrew 0.66-1
perlindex 1.606-1
perlmagick 8:6.7.7.10-6ubuntu3
perlmagick 8:6.7.7.10-6ubuntu3
pod2pdf 0.42-4
podbrowser 0.12-2
pperl 0.12-2
prolix 0.03-1
publican 3.2.1-2
rt4-extension-assettracker 3.0.0-1
rt4-extension-authenexternalauth 0.17-1
sepia 0.992-3
simba 0.8.4-4.2
speedy-cgi-perl 0.8.4-4.2
starman 0.4008-1
tagcloud 1.4-1.1
twiggy 0.1024+dfsg-1
w3c-linkchecker 4.81-7
weblint-perl 2.20+dfsg-1
websimba 0.8.4-4.2
whiff 0.003-1
xacobeo 0.15-1
xml-twig-tools 1:3.44-1
